Kennziffer;Raumeinheit;Aggregat;Durchschnittsalter der Bevölkerung;Siedlungsdichte in km²;Studierende je 100 Einwohner 18 bis 25 Jahre;Gesamtwanderungssaldo;Haushalte mit hohem Einkommen;Erreichbarkeit von Oberzentren;Bevölkerung gesamt
"059700020";"Hilchenbach. Stadt";"verbandsfreie Gemeinde";"44.88";"1377.20";"0.00";"-7.80";"26.34";"19.73";"14993"
"059700024";"Kreuztal. Stadt";"verbandsfreie Gemeinde";"43.40";"1748.14";"0.00";"5.05";"22.88";"11.64";"30899"
"059700028";"Bad Laasphe. Stadt";"verbandsfreie Gemeinde";"44.89";"1033.08";"0.00";"-0.36";"22.79";"37.04";"13977"
"059700032";"Netphen. Stadt";"verbandsfreie Gemeinde";"43.94";"1292.53";"0.00";"-4.90";"24.85";"10.87";"23051"
"059700036";"Neunkirchen";"verbandsfreie Gemeinde";"44.08";"1737.89";"0.00";"-0.59";"27.91";"15.50";"13638"
"059700040";"Siegen. Universitätsstadt";"verbandsfreie Gemeinde";"43.23";"2582.08";"181.57";"4.38";"16.13";"0.00";"99403"
"059700044";"Wilnsdorf";"verbandsfreie Gemeinde";"44.33";"1393.64";"0.00";"1.58";"33.09";"11.23";"20196"
"059740004";"Anröchte";"verbandsfreie Gemeinde";"42.10";"1040.20";"0.00";"-3.38";"24.92";"32.33";"10362"
"059740008";"Bad Sassendorf";"verbandsfreie Gemeinde";"48.94";"1255.81";"0.00";"17.91";"21.11";"40.83";"11615"
"059740012";"Ense";"verbandsfreie Gemeinde";"42.76";"1442.74";"0.00";"-2.14";"27.60";"32.24";"12176"
"059740016";"Erwitte. Stadt";"verbandsfreie Gemeinde";"44.37";"1166.64";"0.00";"2.62";"26.92";"32.85";"15663"
"059740020";"Geseke. Stadt";"verbandsfreie Gemeinde";"41.49";"1541.14";"0.00";"1.27";"22.14";"21.21";"20511"
"059740024";"Lippetal";"verbandsfreie Gemeinde";"42.70";"938.19";"0.00";"-7.06";"23.98";"45.20";"11758"
"059740028";"Lippstadt. Stadt";"verbandsfreie Gemeinde";"43.32";"2085.24";"46.13";"6.08";"20.48";"30.80";"66312"
"059740032";"Möhnesee";"verbandsfreie Gemeinde";"45.31";"903.66";"0.00";"6.26";"28.45";"43.39";"10855"
"059740036";"Rüthen. Stadt";"verbandsfreie Gemeinde";"44.45";"796.15";"0.00";"-5.81";"25.66";"35.68";"10322"
"059740040";"Soest. Stadt";"verbandsfreie Gemeinde";"42.69";"2005.75";"74.68";"3.40";"19.17";"39.15";"46699"
"059740044";"Warstein. Stadt";"verbandsfreie Gemeinde";"45.69";"1358.71";"0.00";"-4.36";"24.38";"45.73";"25247"
"059740048";"Welver";"verbandsfreie Gemeinde";"44.13";"1169.77";"0.00";"-1.91";"24.12";"39.03";"12036"
"059740052";"Werl. Stadt";"verbandsfreie Gemeinde";"42.63";"1684.49";"0.00";"-9.98";"19.23";"30.46";"30061"
"059740056";"Wickede (Ruhr)";"verbandsfreie Gemeinde";"44.54";"1841.57";"0.00";"-5.02";"22.67";"30.63";"11354"
"059780004";"Bergkamen. Stadt";"verbandsfreie Gemeinde";"43.28";"2407.89";"0.00";"-3.30";"19.46";"27.31";"48209"
"059780008";"Bönen";"verbandsfreie Gemeinde";"43.97";"1792.67";"5.25";"3.23";"18.83";"28.48";"17980"
"059780012";"Fröndenberg/Ruhr. Stadt";"verbandsfreie Gemeinde";"45.50";"1575.58";"0.00";"8.26";"23.60";"28.01";"20705"
"059780016";"Holzwickede";"verbandsfreie Gemeinde";"45.69";"1763.62";"0.00";"4.49";"25.60";"18.02";"16721"
"059780020";"Kamen. Stadt";"verbandsfreie Gemeinde";"45.15";"2643.58";"0.00";"-2.46";"20.56";"22.87";"43177"
"059780024";"Lünen. Stadt";"verbandsfreie Gemeinde";"44.17";"3005.02";"0.00";"4.08";"16.68";"20.06";"84775"
"059780028";"Schwerte. Hansestadt an der Ruhr";"verbandsfreie Gemeinde";"45.37";"2536.84";"0.00";"0.91";"21.72";"14.19";"46198"
"059780032";"Selm. Stadt";"verbandsfreie Gemeinde";"44.20";"2137.49";"0.00";"-0.70";"21.45";"29.77";"25553"
"059780036";"Unna. Stadt";"verbandsfreie Gemeinde";"44.86";"2155.36";"0.00";"1.17";"18.65";"21.55";"58856"
"059780040";"Werne. Stadt";"verbandsfreie Gemeinde";"45.07";"1790.05";"0.00";"0.78";"24.61";"29.15";"29448"
"064110000";"Darmstadt. Wissenschaftsstadt";"verbandsfreie Gemeinde";"40.94";"3681.01";"266.52";"11.41";"16.93";"0.00";"149743"
"064120000";"Frankfurt am Main. Stadt";"verbandsfreie Gemeinde";"40.61";"5078.37";"116.90";"14.88";"17.43";"0.00";"701350"
"064130000";"Offenbach am Main. Stadt";"verbandsfreie Gemeinde";"40.81";"5652.86";"6.91";"11.86";"16.08";"0.00";"119203"
"064140000";"Wiesbaden. Landeshauptstadt";"verbandsfreie Gemeinde";"42.41";"3457.70";"53.08";"4.48";"18.76";"0.00";"273871"
"064310001";"Abtsteinach";"verbandsfreie Gemeinde";"45.09";"1758.96";"0.00";"-6.60";"36.90";"30.85";"2426"
"064310002";"Bensheim. Stadt";"verbandsfreie Gemeinde";"43.97";"2654.86";"0.00";"1.83";"25.99";"20.50";"39368"
"064310003";"Biblis";"verbandsfreie Gemeinde";"44.94";"1231.55";"0.00";"6.01";"23.27";"25.37";"8814"
"064310004";"Birkenau";"verbandsfreie Gemeinde";"45.48";"2431.62";"0.00";"6.59";"28.17";"22.87";"10012"
"064310005";"Bürstadt. Stadt";"verbandsfreie Gemeinde";"43.84";"2368.37";"0.00";"6.98";"24.73";"22.95";"15625"
"064310006";"Einhausen";"verbandsfreie Gemeinde";"43.45";"2320.07";"0.00";"8.03";"33.21";"20.68";"6226"
"064310007";"Fürth";"verbandsfreie Gemeinde";"43.77";"1990.84";"0.00";"-1.15";"22.23";"31.51";"10406"
"064310008";"Gorxheimertal";"verbandsfreie Gemeinde";"44.94";"2802.74";"0.00";"9.54";"30.42";"25.45";"4088"
"064310009";"Grasellenbach";"verbandsfreie Gemeinde";"45.45";"1638.84";"0.00";"28.58";"21.61";"39.46";"3954"
"064310010";"Groß-Rohrheim";"verbandsfreie Gemeinde";"45.51";"1508.47";"0.00";"12.19";"28.50";"21.22";"3775"
"064310011";"Heppenheim (Bergstraße). Kreisstadt";"verbandsfreie Gemeinde";"44.26";"2527.01";"0.00";"5.84";"23.17";"21.68";"25013"
"064310012";"Hirschhorn (Neckar). Stadt";"verbandsfreie Gemeinde";"47.09";"1610.23";"0.00";"-1.17";"26.41";"26.48";"3424"
"064310013";"Lampertheim. Stadt";"verbandsfreie Gemeinde";"45.17";"2305.52";"0.00";"9.34";"25.02";"17.74";"31491"
"064310014";"Lautertal (Odenwald)";"verbandsfreie Gemeinde";"44.89";"1871.06";"0.00";"1.82";"23.65";"27.11";"7127"
"064310015";"Lindenfels. Stadt";"verbandsfreie Gemeinde";"46.56";"1742.32";"0.00";"6.37";"23.98";"35.90";"5022"
"064310016";"Lorsch. Karolingerstadt";"verbandsfreie Gemeinde";"43.82";"2190.26";"0.00";"16.32";"25.53";"22.27";"13170"
"064310017";"Mörlenbach";"verbandsfreie Gemeinde";"44.89";"2080.08";"0.00";"7.08";"24.47";"24.75";"9884"
"064310018";"Neckarsteinach. Stadt";"verbandsfreie Gemeinde";"45.68";"1817.84";"0.00";"-1.32";"25.03";"18.71";"3797"
"064310019";"Rimbach";"verbandsfreie Gemeinde";"44.60";"2375.76";"0.00";"-0.36";"30.16";"28.28";"8450"
"064310020";"Viernheim. Stadt";"verbandsfreie Gemeinde";"43.29";"3369.57";"0.00";"9.69";"22.22";"14.24";"33120"
"064310021";"Wald-Michelbach";"verbandsfreie Gemeinde";"45.80";"1667.03";"0.00";"2.21";"22.99";"38.35";"10425"
"064310022";"Zwingenberg. Stadt";"verbandsfreie Gemeinde";"43.66";"3152.91";"0.00";"-1.49";"32.06";"16.88";"6705"
"064319200";"Michelbuch. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"24.53";"0"
"064320001";"Alsbach-Hähnlein";"verbandsfreie Gemeinde";"44.08";"2417.54";"0.00";"4.47";"33.48";"14.97";"9170"
"064320002";"Babenhausen. Stadt";"verbandsfreie Gemeinde";"43.26";"1867.08";"0.00";"7.53";"25.87";"19.95";"15669"
"064320003";"Bickenbach";"verbandsfreie Gemeinde";"43.58";"2269.14";"0.00";"13.09";"35.36";"13.37";"5577"
"064320004";"Dieburg. Stadt";"verbandsfreie Gemeinde";"43.07";"2211.63";"234.49";"16.75";"24.24";"18.70";"14921"
"064320005";"Eppertshausen";"verbandsfreie Gemeinde";"43.18";"2764.00";"0.00";"5.44";"31.66";"20.88";"6069"
"064320006";"Erzhausen";"verbandsfreie Gemeinde";"42.24";"3904.39";"0.00";"14.16";"34.69";"16.54";"7699"
"064320007";"Fischbachtal";"verbandsfreie Gemeinde";"44.18";"1453.04";"0.00";"-6.94";"29.81";"25.80";"2593"
"064320008";"Griesheim. Stadt";"verbandsfreie Gemeinde";"42.27";"3538.25";"0.00";"4.62";"23.62";"7.42";"26198"
"064320009";"Groß-Bieberau. Stadt";"verbandsfreie Gemeinde";"43.41";"1830.20";"0.00";"8.24";"35.25";"20.98";"4613"
"064320010";"Groß-Umstadt. Stadt";"verbandsfreie Gemeinde";"43.71";"1766.61";"0.00";"-2.02";"25.24";"23.96";"20754"
"064320011";"Groß-Zimmern";"verbandsfreie Gemeinde";"41.51";"2913.93";"0.00";"6.02";"23.16";"19.03";"13780"
"064320012";"Messel";"verbandsfreie Gemeinde";"45.10";"1292.90";"0.00";"17.82";"32.26";"17.64";"3815"
"064320013";"Modautal";"verbandsfreie Gemeinde";"45.74";"1267.50";"0.00";"1.61";"29.95";"22.48";"4967"
"064320014";"Mühltal";"verbandsfreie Gemeinde";"44.66";"2615.66";"0.00";"1.58";"29.88";"12.78";"13254"
"064320015";"Münster (Hessen)";"verbandsfreie Gemeinde";"42.70";"3162.94";"0.00";"1.85";"26.30";"21.87";"14068"
"064320016";"Ober-Ramstadt. Stadt";"verbandsfreie Gemeinde";"43.14";"2330.88";"0.00";"4.08";"24.60";"14.72";"14697"
"064320017";"Otzberg";"verbandsfreie Gemeinde";"43.60";"1427.27";"0.00";"0.64";"26.96";"26.88";"6288"
"064320018";"Pfungstadt. Stadt";"verbandsfreie Gemeinde";"43.50";"2577.93";"0.00";"8.04";"23.56";"10.94";"24002"
"064320019";"Reinheim. Stadt";"verbandsfreie Gemeinde";"44.86";"2555.66";"0.00";"-0.74";"29.18";"22.46";"16180"
"064320020";"Roßdorf";"verbandsfreie Gemeinde";"44.01";"2555.03";"0.00";"9.10";"29.90";"14.43";"11982"
"064320021";"Schaafheim";"verbandsfreie Gemeinde";"42.84";"2022.15";"0.00";"-2.53";"25.06";"17.22";"9076"
"064320022";"Seeheim-Jugenheim";"verbandsfreie Gemeinde";"46.69";"2817.21";"0.00";"-0.44";"39.43";"14.03";"15761"
"064320023";"Weiterstadt. Stadt";"verbandsfreie Gemeinde";"41.46";"2580.42";"0.00";"5.73";"25.22";"6.37";"24274"
"064330001";"Biebesheim am Rhein";"verbandsfreie Gemeinde";"43.54";"1477.14";"0.00";"8.23";"25.46";"17.83";"6321"
"064330002";"Bischofsheim";"verbandsfreie Gemeinde";"43.50";"2763.62";"0.00";"13.27";"25.05";"13.83";"12662"
"064330003";"Büttelborn";"verbandsfreie Gemeinde";"42.62";"2303.13";"0.00";"10.41";"28.49";"12.00";"14023"
"064330004";"Gernsheim. Schöfferstadt";"verbandsfreie Gemeinde";"43.62";"1333.94";"0.00";"1.62";"25.60";"18.87";"9903"
"064330005";"Ginsheim-Gustavsburg. Stadt";"verbandsfreie Gemeinde";"43.24";"3049.81";"0.00";"1.07";"23.87";"11.54";"15957"
"064330006";"Groß-Gerau. Stadt";"verbandsfreie Gemeinde";"43.00";"2206.88";"0.00";"7.81";"25.90";"12.13";"24076"
"064330007";"Kelsterbach. Stadt";"verbandsfreie Gemeinde";"41.77";"1893.61";"0.00";"34.66";"19.82";"19.32";"14310"
"064330008";"Mörfelden-Walldorf. Stadt";"verbandsfreie Gemeinde";"42.71";"3515.45";"0.00";"5.34";"25.89";"14.46";"32988"
"064330009";"Nauheim";"verbandsfreie Gemeinde";"44.60";"3473.60";"0.00";"19.09";"31.94";"17.96";"10265"
"064330010";"Raunheim. Stadt";"verbandsfreie Gemeinde";"38.98";"3168.32";"0.00";"3.36";"23.97";"15.45";"14869"
"064330011";"Riedstadt. Büchnerstadt";"verbandsfreie Gemeinde";"42.05";"2112.22";"0.00";"14.61";"25.91";"13.37";"22115"
"064330012";"Rüsselsheim am Main. Stadt";"verbandsfreie Gemeinde";"41.88";"3113.91";"63.42";"10.78";"21.42";"16.11";"60929"
"064330013";"Stockstadt am Rhein";"verbandsfreie Gemeinde";"43.43";"1994.61";"0.00";"-0.86";"23.64";"18.22";"5800"
"064330014";"Trebur";"verbandsfreie Gemeinde";"43.86";"2010.69";"0.00";"3.06";"29.82";"18.96";"13083"
"064340001";"Bad Homburg v d Höhe. Stadt";"verbandsfreie Gemeinde";"44.72";"3427.38";"16.25";"6.15";"45.01";"18.07";"52379"
"064340002";"Friedrichsdorf. Stadt";"verbandsfreie Gemeinde";"44.74";"3473.08";"0.00";"1.22";"35.81";"21.51";"24577"
"064340003";"Glashütten";"verbandsfreie Gemeinde";"44.34";"1752.10";"0.00";"13.01";"53.19";"27.77";"5304"
"064340004";"Grävenwiesbach";"verbandsfreie Gemeinde";"42.43";"979.74";"0.00";"-6.72";"28.60";"23.25";"5205"
"064340005";"Königstein im Taunus. Stadt";"verbandsfreie Gemeinde";"43.25";"2885.11";"0.00";"1.18";"54.82";"22.18";"16043"
"064340006";"Kronberg im Taunus. Stadt";"verbandsfreie Gemeinde";"46.70";"2952.34";"0.00";"18.43";"46.35";"18.99";"18069"
"064340007";"Neu-Anspach. Stadt";"verbandsfreie Gemeinde";"42.69";"1898.97";"0.00";"-1.23";"33.07";"28.76";"14605"
"064340008";"Oberursel (Taunus). Stadt";"verbandsfreie Gemeinde";"43.81";"3673.80";"1.29";"6.16";"42.35";"17.77";"44779"
"064340009";"Schmitten";"verbandsfreie Gemeinde";"43.09";"1726.31";"0.00";"5.19";"35.68";"32.13";"8855"
"064340010";"Steinbach (Taunus). Stadt";"verbandsfreie Gemeinde";"43.15";"5952.54";"0.00";"-3.73";"29.32";"16.94";"10181"
"064340011";"Usingen. Stadt";"verbandsfreie Gemeinde";"43.65";"1579.25";"0.00";"12.49";"30.12";"30.77";"13606"
"064340012";"Wehrheim";"verbandsfreie Gemeinde";"43.86";"1664.60";"0.00";"14.79";"37.81";"27.34";"9331"
"064340013";"Weilrod";"verbandsfreie Gemeinde";"45.25";"779.40";"0.00";"9.14";"24.38";"36.24";"6233"
"064350001";"Bad Orb. Stadt";"verbandsfreie Gemeinde";"49.53";"2318.05";"0.00";"25.12";"19.94";"27.13";"9395"
"064350002";"Bad Soden-Salmünster. Stadt";"verbandsfreie Gemeinde";"44.97";"1336.94";"0.00";"2.40";"20.09";"27.52";"13351"
"064350003";"Biebergemünd";"verbandsfreie Gemeinde";"43.72";"1214.02";"0.00";"2.76";"25.32";"25.67";"8323"
"064350004";"Birstein";"verbandsfreie Gemeinde";"44.79";"710.43";"0.00";"-5.65";"20.79";"35.70";"6199"
"064350005";"Brachttal";"verbandsfreie Gemeinde";"44.20";"1320.76";"0.00";"4.68";"24.56";"31.26";"5133"
"064350006";"Bruchköbel. Stadt";"verbandsfreie Gemeinde";"45.36";"2755.72";"0.00";"7.25";"30.42";"10.96";"20265"
"064350007";"Erlensee. Stadt";"verbandsfreie Gemeinde";"42.97";"2464.58";"0.00";"10.37";"22.80";"9.43";"13307"
"064350008";"Flörsbachtal";"verbandsfreie Gemeinde";"45.53";"619.05";"0.00";"-6.68";"21.45";"38.54";"2394"
"064350009";"Freigericht";"verbandsfreie Gemeinde";"43.96";"2264.63";"0.00";"3.08";"29.24";"18.11";"14264"
"064350010";"Gelnhausen. Barbarossast. Krst";"verbandsfreie Gemeinde";"44.02";"2046.32";"0.00";"9.14";"23.65";"21.18";"22099"
"064350011";"Großkrotzenburg";"verbandsfreie Gemeinde";"44.23";"2259.28";"0.00";"9.14";"25.25";"11.79";"7440"
"064350012";"Gründau";"verbandsfreie Gemeinde";"43.02";"1511.16";"0.00";"3.39";"24.89";"16.26";"14445"
"064350013";"Hammersbach";"verbandsfreie Gemeinde";"43.59";"1531.85";"0.00";"1.06";"33.37";"18.10";"4704"
"064350014";"Hanau. Brüder-Grimm-Stadt";"verbandsfreie Gemeinde";"42.04";"2882.14";"0.00";"11.65";"17.91";"0.00";"89907"
"064350015";"Hasselroth";"verbandsfreie Gemeinde";"44.42";"2182.54";"0.00";"5.51";"26.77";"16.55";"7259"
"064350016";"Jossgrund";"verbandsfreie Gemeinde";"44.23";"713.25";"0.00";"-12.20";"22.02";"43.12";"3525"
"064350017";"Langenselbold. Stadt";"verbandsfreie Gemeinde";"43.93";"2135.18";"0.00";"5.16";"24.88";"11.14";"13553"
"064350018";"Linsengericht";"verbandsfreie Gemeinde";"44.01";"1874.19";"0.00";"3.64";"26.12";"22.74";"9885"
"064350019";"Maintal. Stadt";"verbandsfreie Gemeinde";"43.65";"3617.09";"0.00";"16.99";"30.35";"11.62";"36846"
"064350020";"Neuberg";"verbandsfreie Gemeinde";"45.20";"2219.34";"0.00";"8.00";"32.64";"14.38";"5251"
"064350021";"Nidderau. Stadt";"verbandsfreie Gemeinde";"42.93";"2409.98";"0.00";"-1.55";"30.34";"17.93";"19944"
"064350022";"Niederdorfelden";"verbandsfreie Gemeinde";"40.63";"3145.53";"0.00";"2.38";"32.11";"17.98";"3786"
"064350023";"Rodenbach";"verbandsfreie Gemeinde";"46.98";"2814.14";"0.00";"7.99";"34.62";"11.60";"11143"
"064350024";"Ronneburg";"verbandsfreie Gemeinde";"44.02";"1492.17";"0.00";"-2.10";"34.74";"17.61";"3341"
"064350025";"Schlüchtern. Stadt";"verbandsfreie Gemeinde";"44.70";"908.68";"0.00";"-6.06";"19.09";"21.95";"16018"
"064350026";"Schöneck";"verbandsfreie Gemeinde";"43.73";"2598.26";"0.00";"-3.87";"30.69";"16.35";"11625"
"064350027";"Sinntal";"verbandsfreie Gemeinde";"45.21";"714.46";"0.00";"-1.91";"22.20";"31.92";"8912"
"064350028";"Steinau an der Straße. Brüder-Grimm-Stadt";"verbandsfreie Gemeinde";"44.51";"804.91";"0.00";"-2.59";"20.48";"24.27";"10414"
"064350029";"Wächtersbach. Stadt";"verbandsfreie Gemeinde";"42.97";"1661.82";"0.00";"1.79";"20.64";"25.80";"12267"
"064359200";"Gutsbezirk Spessart. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"33.72";"0"
"064360001";"Bad Soden am Taunus. Stadt";"verbandsfreie Gemeinde";"44.98";"4399.41";"0.00";"17.86";"49.02";"18.37";"21556"
"064360002";"Eppstein. Stadt";"verbandsfreie Gemeinde";"43.52";"2842.74";"0.00";"3.90";"44.61";"21.06";"13317"
"064360003";"Eschborn. Stadt";"verbandsfreie Gemeinde";"42.23";"3597.97";"0.00";"9.50";"32.96";"13.84";"20731"
"064360004";"Flörsheim am Main. Stadt";"verbandsfreie Gemeinde";"42.59";"2484.82";"0.00";"11.54";"30.39";"17.46";"20197"
"064360005";"Hattersheim am Main. Stadt";"verbandsfreie Gemeinde";"43.05";"4144.46";"0.00";"22.38";"26.82";"17.01";"25740"
"064360006";"Hochheim am Main. Stadt";"verbandsfreie Gemeinde";"45.17";"2548.90";"0.00";"4.51";"27.58";"11.99";"16838"
"064360007";"Hofheim am Taunus. Kreisstadt";"verbandsfreie Gemeinde";"43.16";"2759.57";"0.00";"5.24";"40.45";"16.61";"38556"
"064360008";"Kelkheim (Taunus). Stadt";"verbandsfreie Gemeinde";"43.88";"3524.69";"0.00";"9.72";"44.07";"19.96";"28190"
"064360009";"Kriftel";"verbandsfreie Gemeinde";"43.27";"3525.55";"0.00";"9.44";"40.06";"15.52";"10701"
"064360010";"Liederbach am Taunus";"verbandsfreie Gemeinde";"42.64";"3998.65";"0.00";"-13.87";"44.10";"17.35";"8795"
"064360011";"Schwalbach am Taunus. Stadt";"verbandsfreie Gemeinde";"44.80";"4120.53";"0.00";"4.98";"40.00";"16.93";"14855"
"064360012";"Sulzbach (Taunus)";"verbandsfreie Gemeinde";"43.47";"3127.11";"0.00";"-5.62";"38.92";"14.96";"8545"
"064370001";"Bad König. Stadt";"verbandsfreie Gemeinde";"46.79";"1765.38";"0.00";"12.30";"24.04";"35.99";"9434"
"064370003";"Brensbach";"verbandsfreie Gemeinde";"44.85";"1296.67";"0.00";"0.79";"30.46";"26.21";"5042"
"064370004";"Breuberg. Stadt";"verbandsfreie Gemeinde";"42.57";"1803.65";"0.00";"-1.76";"24.58";"27.80";"7386"
"064370005";"Brombachtal";"verbandsfreie Gemeinde";"45.35";"1033.13";"0.00";"2.00";"25.78";"37.40";"3497"
"064370006";"Erbach. Kreisstadt";"verbandsfreie Gemeinde";"44.63";"1717.03";"0.00";"-5.62";"17.88";"46.38";"13336"
"064370007";"Fränkisch-Crumbach";"verbandsfreie Gemeinde";"46.05";"2016.03";"0.00";"8.09";"29.63";"30.41";"3212"
"064370009";"Höchst i Odw";"verbandsfreie Gemeinde";"43.08";"1726.42";"0.00";"7.19";"23.80";"32.18";"10008"
"064370010";"Lützelbach";"verbandsfreie Gemeinde";"43.05";"1553.83";"0.00";"-2.19";"21.83";"31.96";"6852"
"064370011";"Michelstadt. Stadt";"verbandsfreie Gemeinde";"43.87";"1695.35";"0.00";"-9.65";"19.77";"41.52";"16160"
"064370012";"Mossautal";"verbandsfreie Gemeinde";"46.61";"842.21";"0.00";"-3.24";"26.04";"42.95";"2467"
"064370013";"Reichelsheim (Odenwald)";"verbandsfreie Gemeinde";"44.74";"1284.86";"0.00";"9.47";"21.18";"34.61";"8551"
"064370016";"Oberzent. Stadt";"verbandsfreie Gemeinde";"46.40";"0.00";"0.00";"0.10";"22.05";"42.26";"10256"
"064380001";"Dietzenbach. Kreisstadt";"verbandsfreie Gemeinde";"40.78";"3979.23";"0.00";"4.24";"23.71";"15.70";"32750"
"064380002";"Dreieich. Stadt";"verbandsfreie Gemeinde";"44.35";"2862.06";"0.00";"3.99";"38.41";"12.56";"39868"
"064380003";"Egelsbach";"verbandsfreie Gemeinde";"42.94";"2552.64";"0.00";"16.22";"33.18";"17.73";"11218"
"064380004";"Hainburg";"verbandsfreie Gemeinde";"44.77";"3088.06";"0.00";"9.29";"26.00";"11.71";"14108"
"064380005";"Heusenstamm. Stadt";"verbandsfreie Gemeinde";"45.99";"3558.65";"0.00";"11.63";"42.07";"10.63";"18401"
"064380006";"Langen (Hessen). Stadt";"verbandsfreie Gemeinde";"43.09";"4526.37";"0.99";"5.50";"25.18";"15.28";"35845"
"064380007";"Mainhausen";"verbandsfreie Gemeinde";"43.73";"1655.44";"0.00";"2.45";"32.30";"14.36";"8976"
"064380008";"Mühlheim am Main. Stadt";"verbandsfreie Gemeinde";"43.38";"3885.36";"32.76";"9.21";"25.12";"8.87";"27475"
"064380009";"Neu-Isenburg. Stadt";"verbandsfreie Gemeinde";"43.58";"4123.27";"0.00";"8.26";"25.62";"9.85";"35698"
"064380010";"Obertshausen. Stadt";"verbandsfreie Gemeinde";"43.84";"4088.69";"0.00";"2.42";"29.12";"10.77";"23921"
"064380011";"Rodgau. Stadt";"verbandsfreie Gemeinde";"43.35";"2580.67";"0.00";"5.73";"28.80";"13.76";"43115"
"064380012";"Rödermark. Stadt";"verbandsfreie Gemeinde";"44.08";"3252.24";"0.00";"3.96";"32.75";"20.37";"26494"
"064380013";"Seligenstadt. Einhardstadt";"Gemeindeverband";"44.34";"2817.02";"0.00";"10.87";"29.79";"14.49";"20431"
"064390001";"Aarbergen";"verbandsfreie Gemeinde";"45.15";"1158.57";"0.00";"3.19";"25.64";"32.45";"5949"
"064390002";"Bad Schwalbach. Kreisstadt";"verbandsfreie Gemeinde";"45.00";"1656.34";"0.00";"13.14";"23.17";"21.83";"10501"
"064390003";"Eltville am Rhein. Stadt";"verbandsfreie Gemeinde";"44.78";"2456.50";"0.00";"10.37";"25.61";"14.31";"16780"
"064390004";"Geisenheim. Hochschulstadt";"verbandsfreie Gemeinde";"44.60";"2148.35";"152.60";"5.34";"24.47";"24.60";"11618"
"064390005";"Heidenrod";"verbandsfreie Gemeinde";"44.75";"810.56";"0.00";"2.19";"24.91";"31.69";"7762"
"064390006";"Hohenstein";"verbandsfreie Gemeinde";"45.47";"967.03";"0.00";"-5.87";"29.36";"24.80";"5961"
"064390007";"Hünstetten";"verbandsfreie Gemeinde";"43.04";"1446.68";"0.00";"8.12";"30.21";"26.64";"10223"
"064390008";"Idstein. Hochschulstadt";"verbandsfreie Gemeinde";"43.40";"1870.37";"98.61";"10.11";"28.32";"24.31";"23836"
"064390009";"Kiedrich";"verbandsfreie Gemeinde";"44.65";"3203.91";"0.00";"8.19";"31.70";"15.82";"3905"
"064390010";"Lorch. Stadt";"verbandsfreie Gemeinde";"46.43";"746.44";"0.00";"6.60";"22.06";"39.29";"3788"
"064390011";"Niedernhausen";"verbandsfreie Gemeinde";"44.75";"2257.78";"0.00";"-4.74";"40.80";"19.03";"14341"
"064390012";"Oestrich-Winkel. Stadt";"verbandsfreie Gemeinde";"45.26";"2041.39";"167.35";"5.65";"25.10";"20.53";"11499"
"064390013";"Rüdesheim am Rhein. Stadt";"verbandsfreie Gemeinde";"44.11";"1801.82";"0.00";"1.03";"20.07";"27.52";"9733"
"064390014";"Schlangenbad";"verbandsfreie Gemeinde";"45.94";"1349.37";"0.00";"2.28";"41.32";"17.68";"6127"
"064390015";"Taunusstein. Stadt";"verbandsfreie Gemeinde";"44.57";"2386.23";"0.00";"2.38";"29.01";"13.66";"28515"
"064390016";"Waldems";"verbandsfreie Gemeinde";"45.34";"1231.90";"0.00";"0.39";"31.87";"28.84";"5188"
"064390017";"Walluf";"verbandsfreie Gemeinde";"46.49";"2949.73";"0.00";"5.31";"38.75";"11.03";"5464"
"064400001";"Altenstadt";"verbandsfreie Gemeinde";"42.69";"1810.61";"0.00";"-2.89";"26.39";"19.78";"11767"
"064400002";"Bad Nauheim. Stadt";"verbandsfreie Gemeinde";"45.50";"3123.68";"0.00";"15.38";"23.18";"25.06";"30879"
"064400003";"Bad Vilbel. Stadt";"verbandsfreie Gemeinde";"42.67";"3431.59";"0.00";"12.74";"33.33";"13.18";"32020"
"064400004";"Büdingen. Stadt";"verbandsfreie Gemeinde";"43.01";"1566.67";"0.00";"-0.05";"20.98";"26.18";"20995"
"064400005";"Butzbach. Friedrich-Ludwig-Weidig-Stadt";"verbandsfreie Gemeinde";"43.37";"1557.25";"0.00";"19.07";"20.28";"18.34";"24384"
