"plz","note","einwohner","qkm","Durchschnittsalter der Bevölkerung","Siedlungsdichte in km²","Studierende je 100 Einwohner 18 bis 25 Jahre","Gesamtwanderungssaldo","Haushalte mit hohem Einkommen","Erreichbarkeit von Oberzentren","Bevölkerung gesamt"
"86444","86444 Affing",5248,44.333446,40.9,1101.42,0,9.62,33.52,22.66,5300
"86551","86551 Aichach",20253,92.783377,42.47,1564.03,0,10.36,25.02,25.6,20560
"86316","86316 Friedberg",28664,81.259134,44.69,1924.98,0,8.51,38.68,11,28894
"86568","86568 Hollenbach",2322,26.14106,42.16,930.04,0,-12.63,31.5,30.44,2297
"86570","86570 Inchenhofen",2490,27.509048,39,1033.6,0,16.6,27.43,32.55,2590
"86438","86438 Kissing",11053,23.083888,42.74,2441.9,0,3.68,33.78,18.34,11139
"86504","86504 Merching",3056,24.800037,40.39,1375.33,0,2.92,31.42,25.34,3080
"86508","86508 Rehling",2427,26.283893,40.67,1060.08,0,-1.24,32.71,23.33,2428
"86510","86510 Ried",2921,29.217771,40.78,1135.29,0,-2.68,32.73,22.45,2981
"86447","86447 Aindling",5631,51.576493,42.41,1008.16,0,0.55,32.28,28.24,7322
"86574","86574 Petersdorf",1671,19.574254,42.41,1008.16,0,0.55,32.28,28.24,7322
"86576","86576 Schiltberg",1861,29.788925,41.01,899.27,0,16.92,27.69,32.67,6030
"86556","86556 Kühbach",4032,37.510345,41.01,899.27,0,16.92,27.69,32.67,6030
"86573","86573 Obergriesbach",1993,10.307737,41.18,1020.93,0,14.47,32.69,20.97,12436
"86559","86559 Adelzhausen",1574,16.918874,41.18,1020.93,0,14.47,32.69,20.97,12436
"86453","86453 Dasing",5351,40.840854,41.18,1020.93,0,14.47,32.69,20.97,12436
"86577","86577 Sielenbach",1575,17.860717,41.18,1020.93,0,14.47,32.69,20.97,12436
"86495","86495 Eurasburg",1628,23.898722,41.18,1020.93,0,14.47,32.69,20.97,12436
"82297","82297 Steindorf",892,16.158038,42.11,2211.69,0,17.41,29.96,26.15,15911
"86415","86415 Mering",13276,26.771823,42.11,2211.69,0,17.41,29.96,26.15,15911
"86511","86511 Schmiechen",1233,13.554104,42.11,2211.69,0,17.41,29.96,26.15,15911
"86554","86554 Pöttmes",6280,82.665136,41.62,828.6,0,14.33,27.31,34.55,7467
"86674","86674 Baar",1125,16.879573,41.62,828.6,0,14.33,27.31,34.55,7467
"86477","86477 Adelsried",2166,9.661447,43.34,1306.36,0,14.1,35.23,18.26,2270
"86450","86450 Altenmünster",3791,41.089422,41.84,881.37,0,10.76,26.47,21.72,3811
"86482","86482 Aystetten",2895,9.211106,44.84,1898.74,0,0.67,63.2,17.12,2969
"86485","86485 Biberbach",3378,36.857541,42.63,918.73,0,4.07,26.5,24.14,3436
"86399","86399 Bobingen",16363,50.230416,43.22,1876.23,0,6.52,27.15,20.86,16574
"86420","86420 Diedorf",9701,33.320114,44.46,2062.3,0,13.63,34.91,16.22,9834
"86424","86424 Dinkelscherben",6516,71.008968,43.22,915.02,0,1.56,29.34,27.03,6426
"86850","86850 Fischach",4550,30.142307,42.22,1190.36,0,-6.14,26.96,28.92,4562
"86456","86456 Gablingen",4485,26.656147,43.82,934.48,0,-17.62,32.06,16.7,4483
"86368","86368 Gersthofen",20750,33.561956,42.73,2053.85,0,11.54,29.23,13.03,21311
"86497","86497 Horgau",2476,26.4199,42.77,937.32,0,13.39,33.05,22.07,2539
"86343","86343 Königsbrunn",26970,18.54696,43.12,3022.85,0,12.41,28.53,19.11,27487
"86500","86500 Kutzenhausen",2460,27.884333,41.28,885.25,0,-6.12,33.17,24.76,2449
"86462","86462 Langweid a. Lech",7265,23.528147,41.59,1800.67,0,30.93,30.79,19.09,7598
"86405","86405 Meitingen",10787,29.795484,43.26,1597.34,0,8.86,27.23,22.37,10947
"86356","86356 Neusäß",21070,24.269805,45.62,2544.94,0,8.93,48.67,11.3,21377
"86830","86830 Schwabmünchen",13213,55.546375,42.41,1655.14,0,10.77,23.61,32.57,13466
"86391","86391 Stadtbergen",14427,11.455816,44.38,3099.79,0,13.12,39.52,8.39,14561
"86672","86672 Thierhaupten",3869,39.284042,40.85,1016.54,0,6.69,31.76,25,3887
"86517","86517 Wehringen",2920,14.041926,42.09,1385.85,0,-7.98,28.56,24.57,2884
"86441","86441 Zusmarshausen",6078,68.612282,42.5,902.44,0,2.3,32.28,19.34,6090
"86695","86695 Nordendorf",3057,17.848663,41.51,947.06,0,8.92,29.72,19.71,7515
"86678","86678 Ehingen",990,9.649997,41.51,947.06,0,8.92,29.72,19.71,7515
"86679","86679 Ellgau",1014,13.914584,41.51,947.06,0,8.92,29.72,19.71,7515
"86707","86707 Westendorf, Kühlenthal",2345,13.397717,41.51,947.06,0,8.92,29.72,19.71,7515
"86465","86465 Welden",4518,35.255165,43.17,1238.56,0,4.48,29.57,23.8,7135
"86494","86494 Emersacker",1349,11.63621,43.17,1238.56,0,4.48,29.57,23.8,7135
"86486","86486 Bonstetten",1217,6.801967,43.17,1238.56,0,4.48,29.57,23.8,7135
"86459","86459 Gessertshausen",4105,41.315745,43.32,984.74,0,3.29,32.55,22.41,5174
"86514","86514 Ustersbach",1101,11.084417,43.32,984.74,0,3.29,32.55,22.41,5174
"86866","86866 Mickhausen",1351,15.908401,41.28,908.18,0,4.13,22.47,38.15,6300
"86863","86863 Langenneufnach",1683,12.842176,41.28,908.18,0,4.13,22.47,38.15,6300
"86872","86872 Scherstetten",1004,15.702681,41.28,908.18,0,4.13,22.47,38.15,6300
"86868","86868 Mittelneufnach",1073,16.820642,41.28,908.18,0,4.13,22.47,38.15,6300
"86877","86877 Walkertshofen",1135,12.664304,41.28,908.18,0,4.13,22.47,38.15,6300
"86845","86845 Großaitingen",4908,39.151597,42.05,972.82,0,-3.39,30.91,25.87,7664
"86507","86507 Oberottmarshausen",2781,24.201236,42.05,972.82,0,-3.39,30.91,25.87,7664
"86836","86836 Untermeitingen",13891,42.955497,41.53,1747.22,0,9.71,25.52,29.34,9269
"86856","86856 Hiltenfingen",1451,14.543027,41.18,875.63,0,11.27,25.87,36.07,5145
"86853","86853 Langerringen",3742,42.022311,41.18,875.63,0,11.27,25.87,36.07,5145
"86657","86657 Bissingen",3561,64.216916,42.6,602.33,0,3.38,23.14,17.61,3555
"86647","86647 Buttenwiesen",5686,59.487823,40.59,876.92,0,0.35,30.79,23.43,5710
"89407","89407 Dillingen a.d. Donau",18103,75.544506,43.36,1507.15,0,0.22,21.49,0,18082
"89415","89415 Lauingen (Donau)",10546,44.404802,43.53,1343.51,0,6.32,21.58,0,10598
"89441","89441 Medlingen",998,17.082253,42.62,1030.1,0,3.13,29.02,7.14,11487
"89431","89431 Bächingen a.d. Brenz",1303,7.342319,42.62,1030.1,0,3.13,29.02,7.14,11487
"89437","89437 Haunsheim",1582,17.776427,42.62,1030.1,0,3.13,29.02,7.14,11487
"89423","89423 Gundelfingen a.d. Donau",7733,53.933842,42.62,1030.1,0,3.13,29.02,7.14,11487
"89428","89428 Syrgenstein",3557,16.62493,43.67,998.78,0,4.78,33.9,17.12,6486
"89429","89429 Bachhagel",2245,19.804543,43.67,998.78,0,4.78,33.9,17.12,6486
"89447","89447 Zöschingen",759,14.570567,43.67,998.78,0,4.78,33.9,17.12,6486
"89446","89446 Ziertheim",1004,20.860787,43.6,764.36,0,-7.86,23.55,11.17,4583
"89426","89426 Wittislingen",3636,40.427593,43.6,764.36,0,-7.86,23.55,11.17,4583
"89434","89434 Blindheim",1741,26.357957,42.31,862.89,0,6.01,22.9,13.15,12314
"89443","89443 Schwenningen",1413,25.075832,42.31,862.89,0,6.01,22.9,13.15,12314
"89420","89420 Höchstädt a.d. Donau",6570,37.410801,42.31,862.89,0,6.01,22.9,13.15,12314
"89440","89440 Lutzingen",970,24.937529,42.31,862.89,0,6.01,22.9,13.15,12314
"89435","89435 Finningen",1656,27.868208,42.31,862.89,0,6.01,22.9,13.15,12314
"86502","86502 Laugna",1539,27.573055,41.83,951.52,0,2.96,25.55,18.94,14207
"86637","86637 Wertingen",12607,99.519767,41.83,951.52,0,2.96,25.55,18.94,14207
"89438","89438 Holzheim",3782,40.842019,41.99,841.53,0,-5.89,28.08,10.05,6107
"89353","89353 Glött",1115,10.977849,41.99,841.53,0,-5.89,28.08,10.05,6107
"89344","89344 Aislingen",1349,19.21533,41.99,841.53,0,-5.89,28.08,10.05,6107
"86513","86513 Ursberg",3269,25.366331,45.44,1011.25,0,10.07,29.85,29.98,3179
"89346","89346 Bibertal",4727,27.278898,42.08,1222.62,0,-2.98,24.29,7.56,4692
"89331","89331 Burgau",9323,26.001152,42.38,1512.11,0,7.34,22.53,11.38,9401
"89349","89349 Burtenbach",3311,37.579087,41.52,883.64,0,31.62,23.49,20.5,3384
"89312","89312 Günzburg",19457,55.402886,43.28,1535.88,0,9.61,23.2,0,19676
"89343","89343 Jettingen-Scheppach",6791,54.09782,42.24,899.48,0,-1.93,23.32,14.35,6739
"89358","89358 Kammeltal",3335,41.596978,42.13,815.92,0,-6.75,25.09,12.48,3260
"86381","86381 Krumbach (Schwaben)",12441,44.608473,43.9,1599.14,0,12.97,21.35,26.35,12487
"89340","89340 Leipheim",6555,32.132801,40.9,1133.82,0,5.11,20.5,0,6649
"86476","86476 Neuburg a.d. Kammel",3079,37.863968,41.63,830.85,0,19.54,24.13,21.65,3173
"89362","89362 Offingen",4134,14.950321,41.91,1068.6,0,-2.89,25.21,8.69,7268
"89364","89364 Rettenbach",1621,12.693409,41.91,1068.6,0,-2.89,25.21,8.69,7268
"89355","89355 Gundremmingen",1536,10.856728,41.91,1068.6,0,-2.89,25.21,8.69,7268
"89365","89365 Röfingen",1064,6.670566,41.84,941.2,0,4.06,22.57,15.59,5912
"89350","89350 Dürrlauingen",1588,12.238482,41.84,941.2,0,4.06,22.57,15.59,5912
"89356","89356 Haldenwang",1857,18.00474,41.84,941.2,0,4.06,22.57,15.59,5912
"89361","89361 Landensberg",681,7.899415,41.84,941.2,0,4.06,22.57,15.59,5912
"89368","89368 Winterbach",795,14.840224,41.84,941.2,0,4.06,22.57,15.59,5912
"89359","89359 Kötz",3253,20.555372,42.19,946.83,0,-2.78,29.69,5.89,4669
"89347","89347 Bubesheim",1441,7.77393,42.19,946.83,0,-2.78,29.69,5.89,4669
"89352","89352 Ellzee",1151,14.76376,41.7,1317.49,0,16.39,23.31,13.02,10921
"89335","89335 Ichenhausen",8463,34.317091,41.7,1317.49,0,16.39,23.31,13.02,10921
"89367","89367 Waldstetten",1200,11.075717,41.7,1317.49,0,16.39,23.31,13.02,10921
"86519","86519 Wiesenbach",975,11.486662,41.52,771.52,0,-1.48,22.52,29.38,6075
"86488","86488 Breitenthal",1228,13.361531,41.52,771.52,0,-1.48,22.52,29.38,6075
"86489","86489 Deisenhausen",1469,11.675317,41.52,771.52,0,-1.48,22.52,29.38,6075
"86491","86491 Ebershausen",598,11.169824,41.52,771.52,0,-1.48,22.52,29.38,6075
"86480","86480 Aletshausen",1808,32.204218,41.52,771.52,0,-1.48,22.52,29.38,6075
"86505","86505 Münsterhausen",1979,18.496855,41.91,1212.19,0,3.07,20.64,28.95,9115
"86483","86483 Balzhausen",1180,14.577408,41.91,1212.19,0,3.07,20.64,28.95,9115
"86470","86470 Thannhausen",5941,20.070924,41.91,1212.19,0,3.07,20.64,28.95,9115
"86479","86479 Aichen",1164,17.696406,41.67,742.96,0,-0.24,25.22,35.59,4096
"86473","86473 Ziemetshausen",2941,42.859763,41.67,742.96,0,-0.24,25.22,35.59,4096
"89287","89287 Bellenberg",4468,5.130934,43.7,2300.51,0,-3.13,28.66,20.19,4466
"89257","89257 Illertissen",16598,41.391799,42.6,1812.7,0,9.84,25.37,21.52,16775
"89278","89278 Nersingen",9257,24.244583,42.4,1911.93,0,3.76,33.26,8.33,9304
"89233","89233 Neu-Ulm",21024,60.491281,42.05,2338.04,82.15,18.7,22.73,0,54969
"89231","89231 Neu-Ulm",31705,20.458312,42.05,2338.04,82.15,18.7,22.73,0,54969
"89275","89275 Elchingen",9122,24.803953,44.13,1598.62,0,3.5,34.9,10.65,9140
"89297","89297 Roggenburg",2660,66.945348,41.17,905.78,0,-7.9,22.92,24.3,2658
"89250","89250 Senden",21544,25.166861,43.93,2691.97,0,1.71,22.9,11.52,21625
"89269","89269 Vöhringen",12934,23.676624,43.82,1999.7,0,7.32,22.32,18.07,12973
"89264","89264 Weißenhorn",13120,53.646355,42.46,1492,0,1.51,23.8,19.32,13224
"89284","89284 Pfaffenhofen a.d. Roth",7056,42.650742,42.31,1435.86,0,0.11,26.87,13.81,8758
"89291","89291 Holzheim",1765,7.613709,42.31,1435.86,0,0.11,26.87,13.81,8758
"89281","89281 Altenstadt",4939,31.437333,42.14,1097.76,0,-3.51,23.32,20.03,7125
"89296","89296 Osterberg",845,13.814078,42.14,1097.76,0,-3.51,23.32,20.03,7125
"89293","89293 Kellmünz a.d. Iller",1360,8.537525,42.14,1097.76,0,-3.51,23.32,20.03,7125
"89299","89299 Unterroth",999,15.345855,40.93,941.67,0,8.89,21.98,24.83,5626
"89290","89290 Buch",3729,40.071516,40.93,941.67,0,8.89,21.98,24.83,5626
"89294","89294 Oberroth",857,9.916747,40.93,941.67,0,8.89,21.98,24.83,5626
"88178","88178 Heimenkirch",3653,21.311043,42,1635.45,0,-4.41,23.69,21.6,3628
"88131","88131 Lindau (Bodensee)",27392,36.075123,45.54,2460.92,0,7.41,22.15,0,24560
"88161","88161 Lindenberg im Allgäu",10908,11.869585,44.19,3203.34,0,9.76,20.09,20.48,10963
"88149","88149 Nonnenhorn",1686,1.985789,46.06,2008.24,0,6.51,38.53,12.79,1689
"88145","88145 Hergatz",4722,35.341977,41.11,1325.43,0,4.74,23.27,15.91,2320
"88175","88175 Scheidegg",4053,27.291957,44.99,1338.61,0,12.87,20.89,16.37,4118
"88142","88142 Wasserburg (Bodensee)",3533,6.328647,47.49,2355.9,0,1.4,33.99,10.43,3581
"88171","88171 Weiler-Simmerberg",6034,31.3128,42.24,1809.04,0,15.86,20.15,22.54,6115
"88138","88138 Sigmarszell",7192,35.927952,42.2,1244.82,0,3.56,29.62,7.82,7300
"88167","88167 Röthenbach (Allgäu)",7772,102.1753,42.06,1116.02,0,9.61,25.84,21.45,5931
"88179","88179 Oberreute",1617,13.511183,42.05,1125.65,0,-11.27,18.87,22.58,3371
"87629","87629 Füssen",14315,43.571299,45.48,1881.1,0,11.89,18.96,29.53,14631
"87656","87656 Germaringen",3681,22.143303,41.55,1259.93,0,-0.53,25.68,10.31,3777
"86983","86983 Lechbruck",2586,17.184586,44.6,1151.93,0,41.17,21.2,32.46,2672
"87616","87616 Marktoberdorf",19224,112.954078,43.43,1640.5,0,1.39,21.56,12.86,18028
"87665","87665 Mauerstetten",3072,16.430768,43.44,1501.93,0,17.56,29.54,6.42,3019
"87484","87484 Nesselwang",3411,29.468403,44.34,1118.18,0,13.4,21.46,17.66,3433
"87459","87459 Pfronten",7968,62.243727,44.21,1839.91,0,5.28,24.63,26.4,8150
"87671","87671 Ronsberg",1677,16.499956,42.56,1232.61,0,10.71,27.51,23.61,1680
"87645","87645 Schwangau",3085,75.981731,45.23,977.88,0,-2.54,24.05,33.36,3147
"87642","87642 Halblech",3427,125.204948,44.23,800.46,0,12.71,33.53,39.65,3461
"86807","86807 Buchloe",11983,36.177764,42.13,1296.64,0,11.2,22.8,24.29,18657
"86875","86875 Waal",2188,27.869717,42.13,1296.64,0,11.2,22.8,24.29,18657
"86860","86860 Jengen",2400,33.717341,42.13,1296.64,0,11.2,22.8,24.29,18657
"86862","86862 Lamerdingen",1821,34.321597,42.13,1296.64,0,11.2,22.8,24.29,18657
"87660","87660 Irsee",1420,17.401232,42,951.23,0,9.08,23.66,9.52,4955
"87666","87666 Pforzen",2166,23.608796,42,951.23,0,9.08,23.66,9.52,4955
"87668","87668 Rieden",1287,8.442827,42,951.23,0,9.08,23.66,9.52,4955
"87679","87679 Westendorf",1837,11.895231,41.94,985.64,0,-2.22,21.6,14.37,7220
"86869","86869 Oberostendorf",1315,21.047425,41.94,985.64,0,-2.22,21.6,14.37,7220
"87662","87662 Kaltental",2314,32.892291,41.94,985.64,0,-2.22,21.6,14.37,7220
"87677","87677 Stöttwang",1844,19.86511,41.94,985.64,0,-2.22,21.6,14.37,7220
"87648","87648 Aitrang",1990,31.055915,43,973.43,0,-2.25,26.12,10.88,9338
"87640","87640 Biessenhofen",4049,27.01834,43,973.43,0,-2.25,26.12,10.88,9338
"87674","87674 Ruderatshofen",1726,33.074616,43,973.43,0,-2.25,26.12,10.88,9338
"87651","87651 Bidingen",1650,36.331149,43,973.43,0,-2.25,26.12,10.88,9338
"87650","87650 Baisweil",1294,26.326264,41.76,927.23,0,4.83,20.53,12.47,4141
"87653","87653 Eggenthal",1316,28.101546,41.76,927.23,0,4.83,20.53,12.47,4141
"87654","87654 Friesenried",1504,22.13826,41.76,927.23,0,4.83,20.53,12.47,4141
"87496","87496 Untrasried",1535,25.785576,42.67,1292.98,0,0.99,26.08,17.46,9116
"87634","87634 Obergünzburg",7747,70.100761,42.67,1292.98,0,0.99,26.08,17.46,9116
"87657","87657 Görisried",1287,23.414327,40.8,909.32,0,2.53,24.3,15.83,4752
"87647","87647 Unterthingau",3495,61.615711,40.8,909.32,0,2.53,24.3,15.83,4752
"87663","87663 Lengenwang",1389,19.633836,41.1,933.16,0,12.32,18.66,22.6,8443
"87637","87637 Seeg",3988,63.511808,41.1,933.16,0,12.32,18.66,22.6,8443
"87494","87494 Rückholz",788,17.230177,41.1,933.16,0,12.32,18.66,22.6,8443
"87659","87659 Hopferau",1106,13.036635,41.1,933.16,0,12.32,18.66,22.6,8443
"87669","87669 Rieden am Forggensee",1221,13.155691,42.75,1014.53,0,10.06,23.17,29.77,3479
"87672","87672 Roßhaupten",2166,38.942873,42.75,1014.53,0,10.06,23.17,29.77,3479
"87675","87675 Stötten am Auerberg",2632,53.611209,41.13,837.81,0,10.85,18.91,20.18,2672
"86825","86825 Bad Wörishofen",13993,57.913678,49.95,1721.12,0,26.94,20.78,17.52,14739
"87740","87740 Buxheim",3078,10.249525,43.91,1123.4,0,10.43,42.5,8.77,3067
"86833","86833 Ettringen",3217,41.386162,41.59,880.26,0,-2.13,22.54,29.84,3282
"87733","87733 Markt Rettenbach",3706,51.422074,42.14,954.68,0,8.87,20.57,22.32,3720
"86865","86865 Markt Wald",2176,30.82835,42.93,885.83,0,-17.39,18.69,34.69,2185
"87719","87719 Mindelheim",13944,56.429704,42.61,1542.68,0,8.56,23.84,24.91,14377
"87776","87776 Sontheim",2555,26.517265,41.09,1118.53,0,-7.49,21.87,17.8,2538
"86874","86874 Tussenhausen",2958,41.761573,41.01,836.13,0,1.02,23.98,30.37,2944
"87736","87736 Böhen",748,20.507907,43.54,1213.68,0,13.05,29.56,13.94,10117
"87724","87724 Ottobeuren",7924,55.941896,43.54,1213.68,0,13.05,29.56,13.94,10117
"87749","87749 Hawangen",1281,14.531844,43.54,1213.68,0,13.05,29.56,13.94,10117
"87755","87755 Kirchhaslach",1303,32.043351,41.29,896.43,0,6.61,24.05,25.8,11350
"87727","87727 Babenhausen",5225,27.192936,41.29,896.43,0,6.61,24.05,25.8,11350
"87743","87743 Egg an der Günz",1159,20.719188,41.29,896.43,0,6.61,24.05,25.8,11350
"87785","87785 Winterrieden",895,9.805176,41.29,896.43,0,6.61,24.05,25.8,11350
"87770","87770 Oberschönegg",941,18.292787,41.29,896.43,0,6.61,24.05,25.8,11350
"86498","86498 Kettershausen",1738,26.717309,41.29,896.43,0,6.61,24.05,25.8,11350
"87769","87769 Oberrieden",1247,20.834735,41.72,715.47,0,4.96,20.55,30.39,7455
"87775","87775 Salgen",1420,23.245511,41.72,715.47,0,4.96,20.55,30.39,7455
"87739","87739 Breitenbrunn",2352,41.844213,41.72,715.47,0,4.96,20.55,30.39,7455
"87772","87772 Pfaffenhausen",2414,21.149182,41.72,715.47,0,4.96,20.55,30.39,7455
"87757","87757 Kirchheim in Schwaben",2547,31.949817,42.62,733.72,0,15.11,24.51,37.88,4368
"87745","87745 Eppishausen",1787,39.413229,42.62,733.72,0,15.11,24.51,37.88,4368
"87767","87767 Niederrieden",1362,13.935286,41.4,1055.46,0,13.66,24.64,14.38,6954
"87737","87737 Boos",1944,17.565557,41.4,1055.46,0,13.66,24.64,14.38,6954
"87751","87751 Heimertingen",1706,13.749275,41.4,1055.46,0,13.66,24.64,14.38,6954
"87748","87748 Fellheim",1080,5.049027,41.4,1055.46,0,13.66,24.64,14.38,6954
"87773","87773 Pleß",847,15.39032,41.4,1055.46,0,13.66,24.64,14.38,6954
"87761","87761 Lauben",1344,18.417755,41.35,791.24,0,3.3,21.51,17.07,8190
"87746","87746 Erkheim",2922,32.114937,41.35,791.24,0,3.3,21.51,17.07,8190
"87784","87784 Westerheim",2100,21.111441,41.35,791.24,0,3.3,21.51,17.07,8190
"87754","87754 Kammlach",1785,26.648394,41.35,791.24,0,3.3,21.51,17.07,8190
"86871","86871 Rammingen",1436,19.248956,42.84,1106.17,0,8.75,27.2,25.83,11083
"86854","86854 Amberg",1443,10.95613,42.84,1106.17,0,8.75,27.2,25.83,11083
"86879","86879 Wiedergeltingen",1390,11.600908,42.84,1106.17,0,8.75,27.2,25.83,11083
"86842","86842 Türkheim",6654,31.413077,42.84,1106.17,0,8.75,27.2,25.83,11083
"87781","87781 Ungerhausen",1006,10.244221,42.46,1012.51,0,5.02,25.54,10.35,10166
"87752","87752 Holzgünz",1218,12.124593,42.46,1012.51,0,5.02,25.54,10.35,10166
"87779","87779 Trunkelsberg",1710,1.938382,42.46,1012.51,0,5.02,25.54,10.35,10166
"87734","87734 Benningen",2056,9.146943,42.46,1012.51,0,5.02,25.54,10.35,10166
"87760","87760 Lachen",1439,15.222268,42.46,1012.51,0,5.02,25.54,10.35,10166
"87766","87766 Memmingerberg",2600,6.092344,42.46,1012.51,0,5.02,25.54,10.35,10166
"87742","87742 Apfeltrach",2982,38.174189,41.56,850.59,0,9.06,23.18,21.03,5740
"87778","87778 Stetten",1351,15.687132,41.56,850.59,0,9.06,23.18,21.03,5740
"87782","87782 Unteregg",1376,23.700586,41.56,850.59,0,9.06,23.18,21.03,5740
"87764","87764 Legau",3118,36.343116,42.81,1131.27,0,0.82,23.51,16.74,6102
"87763","87763 Lautrach",1161,8.042674,42.81,1131.27,0,0.82,23.51,16.74,6102
"87758","87758 Kronburg",1800,20.219003,42.81,1131.27,0,0.82,23.51,16.74,6102
"87730","87730 Bad Grönenbach",5289,42.202006,42.36,1056.73,0,9.55,33.19,10.78,9107
"87787","87787 Wolfertschwenden",1862,14.481428,42.36,1056.73,0,9.55,33.19,10.78,9107
"87789","87789 Woringen",1871,17.410151,42.36,1056.73,0,9.55,33.19,10.78,9107
"86663","86663 Asbach-Bäumenheim",4242,11.87793,41.64,1426.71,0,9.29,26.95,8.62,4411
"86609","86609 Donauwörth",18041,77.04756,43.45,1356.39,0,14.45,23.16,0,18550
"86742","86742 Fremdingen",2077,50.027518,42.38,539.84,0,10.73,24.05,16.68,2051
"86655","86655 Harburg",5434,73.170273,44.05,689.36,0,5.66,24.24,11.73,5475
"86687","86687 Kaisheim",3880,41.68931,42.79,922.63,0,-14.52,23.82,7.52,3788
"86688","86688 Marxheim",2562,46.538113,44.21,697.55,0,5.93,27.04,18.77,2529
"86690","86690 Mertingen",3755,38.404109,40.96,950.12,0,22.76,31.3,13.06,3866
"86753","86753 Möttingen",2443,31.815337,41.65,711.43,0,-2.06,24.48,9.2,2422
"86720","86720 Nördlingen",19063,68.028723,43,1527.1,0,9.68,26.75,0,19419
"73469","73469 Riesbürg",2202,17.960888,43,1527.1,0,9.68,26.75,0,19419
"86698","86698 Oberndorf a.Lech",2356,19.334997,41.68,998.39,0,5.39,27.49,14.73,2411
"86660","86660 Tapfheim",3950,44.341244,43.59,879.1,0,-9.78,24.69,9.32,3884
"86747","86747 Maihingen",1222,14.199894,40.77,945.19,0,5.31,24.16,10.33,5839
"86748","86748 Marktoffingen",1318,13.587468,40.77,945.19,0,5.31,24.16,10.33,5839
"86757","86757 Wallerstein",3281,19.457122,40.77,945.19,0,5.31,24.16,10.33,5839
"86744","86744 Hainsfarth",1466,17.548694,42.55,808.27,0,6.62,20.39,17.02,11021
"86754","86754 Munningen",1794,22.712841,42.55,808.27,0,6.62,20.39,17.02,11021
"86741","86741 Ehingen a. Ries",818,15.602817,42.55,808.27,0,6.62,20.39,17.02,11021
"86736","86736 Auhausen",1031,33.338024,42.55,808.27,0,6.62,20.39,17.02,11021
"86750","86750 Megesheim",858,12.508801,42.55,808.27,0,6.62,20.39,17.02,11021
"86732","86732 Oettingen i. Bay.",5085,34.236013,42.55,808.27,0,6.62,20.39,17.02,11021
"86735","86735 Amerdingen",1416,42.370593,42.35,683.31,0,-7.81,21.53,12.15,10750
"86738","86738 Deiningen",1946,15.301072,42.35,683.31,0,-7.81,21.53,12.15,10750
"86751","86751 Mönchsdeggingen",1402,32.026229,42.35,683.31,0,-7.81,21.53,12.15,10750
"86759","86759 Wechingen",1425,24.011325,42.35,683.31,0,-7.81,21.53,12.15,10750
"86745","86745 Hohenaltheim",604,17.79109,42.35,683.31,0,-7.81,21.53,12.15,10750
"86733","86733 Alerheim",1651,23.417744,42.35,683.31,0,-7.81,21.53,12.15,10750
"86756","86756 Reimlingen",1340,9.492267,42.35,683.31,0,-7.81,21.53,12.15,10750
"86739","86739 Ederheim",1086,16.571635,42.35,683.31,0,-7.81,21.53,12.15,10750
"86700","86700 Otting",754,13.356223,42.35,857.49,0,7.78,24.06,19.89,10541
"86650","86650 Wemding",5654,31.621981,42.35,857.49,0,7.78,24.06,19.89,10541
"86681","86681 Fünfstetten",1327,26.690006,42.35,857.49,0,7.78,24.06,19.89,10541
"86685","86685 Huisheim",1584,22.778676,42.35,857.49,0,7.78,24.06,19.89,10541
"86709","86709 Wolferstadt",1087,30.613579,42.35,857.49,0,7.78,24.06,19.89,10541
"86653","86653 Monheim",5713,94.709664,42.38,736.64,0,-2.43,27.54,17.8,9038
"86703","86703 Rögling",644,10.691742,42.38,736.64,0,-2.43,27.54,17.8,9038
"86675","86675 Buchdorf",1649,16.691003,42.38,736.64,0,-2.43,27.54,17.8,9038
"86704","86704 Tagmersheim",1051,16.001814,42.38,736.64,0,-2.43,27.54,17.8,9038
"86694","86694 Niederschönenfeld",1346,14.353416,41.51,831.08,0,-2.09,25.94,18.12,13427
"86684","86684 Holzheim",1131,20.246073,41.51,831.08,0,-2.09,25.94,18.12,13427
"86692","86692 Münster",1099,17.696393,41.51,831.08,0,-2.09,25.94,18.12,13427
"86682","86682 Genderkingen",1162,11.643207,41.51,831.08,0,-2.09,25.94,18.12,13427
"87452","87452 Altusried",9979,91.642538,42.3,1380.8,0,5.14,22.2,17.28,9926
"87488","87488 Betzigau",2747,41.250293,41.54,1278.22,0,2.87,24.38,6.95,2783
"87544","87544 Blaichach",5700,50.135264,43.48,2319.35,0,7.04,24.14,5.06,5684
"87474","87474 Buchenberg",3919,58.151806,43.31,1226.87,0,29.09,24.79,12.72,4056
"87545","87545 Burgberg im Allgäu",3172,15.939353,43.39,2174.5,0,6.93,27.05,3.95,3174
"87463","87463 Dietmannsried",7798,53.656674,42.54,1449.18,0,7.54,26.43,9.36,7825
"87471","87471 Durach",6753,20.758446,44.11,2327.27,0,11.2,25.38,5.65,6785
"87490","87490 Haldenwang",3633,26.540476,42.89,1487.94,0,8.25,33.69,12.42,3758
"87541","87541 Bad Hindelang",4833,137.07037,44.97,1338.73,0,15.51,23.37,6.14,4899
"87509","87509 Immenstadt im Allgäu",13922,81.278415,44.83,1899.33,0,10.75,17.95,0,14040
